"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Togo","TGO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2995","7500","17000","50000","95000","165138","243613","332565","433635","708000","1190319","1549542","2187334","2602283","2695335","3312239","4262993","4516114","4855206","5505424","6219981","",
"Thailand","THA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","821","5882","17563","39936","63223","123551","250584","413557","737283","1297826","1844627","2203905","1976957","2339401","3056000","7550000","17449890","21616910","26965548","30460238","40125470","52973994","61837164","65952313","71726300","77449000","85012000","93849000","97096000","102942000","119669000","121530000","",
"Tajikistan","TJK","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","320","420","625","1160","1630","13200","47617","135000","265000","2150000","2132770","3673520","4900000","5940842","6324000","6528000","7537100","7999100","8489000","9400000","","",
"Turkmenistan","TKM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2500","3000","4000","7500","8173","8173","9187","50100","105000","216868","381670","1135150","2132890","3197624","5300000","5900000","6125300","7206100","7842000","8575000","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","3300","19371","103195","261175","582884","1034851","2074262","3626194","6301182","12346734","20608755","39214911","62318319","82862942","99563508","124146965","172290920","237927853","303500213","379027851","456894819","509786725","568099596","625822739","660033540","701333004","705418817","686547364","682597147","682267182","",
"Timor-Leste","TLS","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","20058","25722","33072","49100","78215","125002","350891","473020","614151","621000","650000","1375749","1376669","1492124","1546624","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","2911","3527","4955","7766","13482","17897","27278","44059","200747","359511","845233","1278498","2275258","6103881","12175318","16983459","24182668","38112762","66810870","104148189","150504407","187998677","232264131","267184104","295261936","320519157","345868405","354307083","360548454","367093230.55","347546605","",
"Tonga","TON","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","302","120","130","140","180","236","3354","11200","16400","29872","30051","46525","50472","53000","54300","55000","56000","57500","68000","73493","80000","","",
"South Asia (IDA & IBRD)","TSA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3010","10300","16394","31187","54948","171460","471054","1159044","1642304","2564006","4610654","8506448","16793719","39203391","63084788","116939914","229130635","347230170","503420161","703991350","956959112","1133612137","1134455172","1190248700","1271478661","1330871634","1481310847","1548397518","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3980","7880","9600","17406","59142","372608","601706","1083260","2087517","3872303","6466858","11445272","17046727","25098099","35687622","54212996","90368334","135233899","184823777","261134046","316759711","387953418","471725434","544447403","618078177","680980483","751999700","752087695","726950742","",
"Trinidad and Tobago","TTO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","426","1277","1679","2599","6353","9534","17140","26307","38659","161860","256106","262772","336352","651189","924100","1518800","1509800","1806120","1846345","1894240","1826200","1883683","1943873","1980566","2123374","2165847","2030637","",
"Tunisia","TUN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","","","224","401","636","953","1239","1974","2269","2709","3185","6500","7656","38998","55258","119165","389208","574334","1917530","3735695","5680726","7339047","7842619","8602164","9797026","11114206","12387656","12843889","12712365","14283633","14595875","14282078","14334080","",
"Turkey","TUR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","365","5101","9846","15606","31809","47828","61395","84187","174779","437130","806339","1609809","3506127","8121517","16133405","19572897","23323118","27887535","34707549","43608965","52662700","61975807","65824110","62779554","61769635","65321745","67680547","69661108","71888416","73639261","75061699","77800170","",
"Tuvalu","TUV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","1300","1600","1800","","1000","1600","2130","2800","3400","3800","6600","7600","","",
"Tanzania","TZA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","371","3500","9038","20200","37940","50950","110518","275560","606859","1298000","1942000","2964000","5609000","8252000","13006793","17469486","20983853","25666455","27219283","27442823","31862656","39665600","40044186","39953860","",
"Uganda","UGA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1747","4000","5000","30000","56358","126913","283520","393310","776169","1165035","1315300","2008818","4195278","8554864","9383734","12828264","16696992","16356387","18068648","20365941","20220273","22838486","24948878","",
"Ukraine","UKR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","5000","14000","30000","57200","115500","216567","818524","2224600","3692700","6498423","13735000","30013500","49076239","55240400","55681476","54942815","53928830","55576481","59343693","62458800","61170229","60720073","56717856","55714733","",
"Upper middle income","UMC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","12003","29094","61238","120931","287034","564384","1185690","2367316","5152765","10169278","17773094","32099092","53986179","98613227","178042384","278277148","388083047","513478126","693136358","909493356","1119244562","1357031715","1595777586","1806392882","1999852223","2187173458","2374551366","2576547799","2662717425","2680851291","2766511350.55","2864010831","",
"Uruguay","URY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1712","4969","6825","39904","78601","99235","151341","319131","410787","519991","513528","497530","599768","1154923","2330011","3004323","3507816","4111560","4437158","4757425","4995459","5267947","5497094","5165474","5116736","5097569","",
"United States","USA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","","","","91600","340213","681825","1230855","2069441","3508944","5283055","7557148","11032753","16009461","24134421","33785661","44042992","55312293","69209321","86047003","109478031","128500000","141800000","160637000","184819000","203700000","229600000","249300000","261300000","274283000","285118000","297404000","304838000","310698000","355500000","382307000","395881000","395881000","",
"Uzbekistan","UZB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","902","3731","9510","17232","26826","40389","53128","128012","186900","320815","544100","720000","2530365","5691458","12375274","16417914","20952000","25441789","20274090","21500000","21639200","21783300","23265389","24265460","",
"St. Vincent and the Grenadines","VCT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","70","83","150","215","280","346","750","1420","2361","7492","9982","62911","72000","70620","87634","110491","130098","121114","131791","131809","126992","125378","115017","113371","112649","116161","",
"Venezuela, RB","VEN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1800","3685","7422","16600","78560","182600","319000","403800","581700","1071900","2009757","3784735","5447172","6472584","6541894","7015121","8420980","12495721","18789466","23820133","27414377","28123570","27880132","28781999","30569073","30896079","30528022","29093517","27600893","24493687","",
"British Virgin Islands","VGB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","","","","","","1200","","","","","","8000","","","","","20700","23000","47031","47524","46597","48703","53406","54764","57195","","","",
"Virgin Islands (U.S.)","VIR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","16000","25000","30000","35000","41000","45150","49300","64200","80300","","","","","","","","","","","","","",
"Vietnam","VNM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800","4060","12500","23500","68910","160457","222700","328671","788559","1251195","1902388","2742000","4960000","9593200","18892480","45024048","74872310","98223980","111570201","127318045","131673724","123735557","136148124","120324052","120600235","120016181","",
"Vanuatu","VUT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","121","154","207","220","300","365","350","4900","7800","10504","12692","15000","26000","36000","131682","169935","136956","146084","127244","156051","174818","218603","228016","",
"World","WLD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","101509","148855","319252","750629","1450136","2545270","4327956","7353071","11210115","16276503","23245154","34163482","55511640","90743607","145042295","214953349","318097469","490984248","738157897","960982997","1164277513","1415027798","1760995437","2205849896","2745158819","3368733569","4028681041","4636236426","5295631563","5889696457","6260779509","6661650082","6999287655","7181920320.008","7512114179.55","7683301674","",
"Samoa","WSM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","766","1480","2432","2500","2500","2700","10500","16000","24000","45500","86000","","","90000","","100302","99887","106524","120517","151008","124211","",
"Kosovo","XKX","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","562000","562000","562000","562000","562000","562000","","","","","","","","",
"Yemen, Rep.","YEM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1550","5170","8191","8250","8810","12245","16146","27677","32042","147837","486667","675162","1476000","2277559","2977781","4349000","6445000","8313000","11085000","11668000","13900000","16844700","17100000","15021953","16433055","","",
"South Africa","ZAF","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3980","5680","7100","12510","40000","340000","535000","953000","1836000","3337000","5188000","8339000","10787000","13702000","16860000","20839000","33959958","39662000","42300000","45000000","46436000","50372000","64000000","68394000","76865278","79280731","87999492","82412880","91878275","",
"Zambia","ZMB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1547","2721","4550","8260","28190","98853","121200","139092","241000","464354","949559","1663328","2639026","3539003","4406682","5446991","8164553","10524676","10395801","10114867","11557725","12017034","13438539","",
"Zimbabwe","ZWE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5734","19000","174000","266441","314002","338779","363651","425745","647110","849146","1225654","1654721","3991000","7700000","9200000","12613935","13633167","11798652","12757410","12878926","14092104","",
